OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
913966,04092021058,Harris Teeter #90 Produce ,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-3534,2001/03/15 00:00:00+00,Food Stand,5660,-78.72593809,35.90878313,M
913967,04092011257,K & W Cafeteria,511 WOODBURN RD ,,RALEIGH,NC,27605-1325,(919) 832-7505,1993/03/29 00:00:00+00,Restaurant,5672,-78.66105804,35.79149603,M
913968,04092030413,Virgil's Taco Truck (WCID #576),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 649-2154,2019/04/25 00:00:00+00,Mobile Food Units,5609,-78.64171063,35.75324624,M
913969,04092110496,ROLESVILLE MIDDLE SCHOOL CAFE,4700 BURLINGTON MILLS RD ,,ROLESVILLE,NC,27571,(919) 570-2260 ext. 20288,2012/03/07 00:00:00+00,Public School Lunchrooms,5696,-78.48080273,35.9142912,M
913970,04092021916,FOOD LION #561 PRODUCE,217 TIMBER DR ,,GARNER,NC,27529,(919) 779-5551,2015/11/12 00:00:00+00,Food Stand,5697,-78.60613102,35.68500723,M
913971,04092021914,FOOD LION #996 PRODUCE,7971 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 772-0317,2015/11/12 00:00:00+00,Food Stand,5698,-78.69742539,35.66508155,M
913972,04092025275,LOVE BAO TAIWANESE KITCHEN,1961 High House RD ,,CARY,NC,27519,(919) 622-3586,2019/07/22 00:00:00+00,Food Stand,5722,-78.84865444,35.78921622,M
913973,04092050011,Ravenscroft School Dining,7409 FALLS OF NEUSE RD,,RALEIGH,NC,27615-5316,(919) 847-0900 ext. 2237,1993/11/10 00:00:00+00,Private School Lunchrooms,5748,-78.63135227,35.88450956,M
913974,04092110107,Baileywick Elem Sch. Cafet.,9425 BAILEYWICK RD ,,RALEIGH,NC,27615-1912,(919) 518-0090 ext. 25644,1997/03/07 00:00:00+00,Public School Lunchrooms,5780,-78.66473135,35.90916754,M
913975,04092013482,The Piper's Tavern,8304 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-3416,(919) 676-7413,2002/01/02 00:00:00+00,Restaurant,5796,-78.61981562,35.89456739,M
913976,04092013541,China One,661 CARY TOWNE BLVD,,CARY,NC,27511-4219,(919) 461-0088,2002/02/28 00:00:00+00,Restaurant,5800,-78.76677132,35.77674815,M
913977,04092013418,Taza Grill,6325 - 19 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 872-7161,2001/10/05 00:00:00+00,Restaurant,5753,0,0,U
913978,04092021005,Food Lion #1589 Deli ,3417 N MAIN ST,,FUQUAY VARINA,NC,27526-7257,(919) 557-0555,2000/07/01 00:00:00+00,Food Stand,5819,-78.72584265,35.62514941,M
913979,04092021010,Food Lion #1482 Deli,5426 SIX FORKS RD,,RALEIGH,NC,27609-4436,(919) 676-3386,2000/07/01 00:00:00+00,Food Stand,5820,-78.64059702,35.85499105,M
913980,04092110113,DILLARD DRIVE ELEMENTARY SCHOOL CAFETERIA,5018 DILLARD DR,,RALEIGH,NC,27606-4114,(919) 233-4200 ext. 22722,1999/01/13 00:00:00+00,Public School Lunchrooms,5840,-78.72360796,35.7535337,M
913981,04092021443,Domino's Pizza #5506,3948 Western BLVD ,,RALEIGH,NC,27605,(919) 899-3599,2007/04/23 00:00:00+00,Food Stand,5764,-78.69301587,35.78440188,M
913982,04092018294,Chick-Fil-A #4239,1010 FORESTVILLE RD,,WAKE FOREST,NC,27587,(919) 554-6995,2020/01/15 00:00:00+00,Restaurant,5865,-78.50659937,35.94595609,M
913983,04092017630,COCO BONGO,2400 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(984) 242-0898,2017/06/14 00:00:00+00,Restaurant,5866,-78.66706468,35.78779177,M
913984,04092013400,Woodland Terrace Independent Living Foodservices,300 KILDAIRE WOODS DR ,,CARY,NC,27511-7708,(919) 465-0356,2001/09/05 00:00:00+00,Restaurant,5868,-78.7790102,35.76613538,M
913985,04092021583,HARRIS TEETER #311 PRODUCE,324 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 552-1596,2009/09/10 00:00:00+00,Food Stand,5887,-78.83920922,35.63987917,M
913986,04092015471,CHICK-FIL-A #2181,801 VILLAGE WALK  DR ,,HOLLY SPRING,NC,27540,(919) 567-0060,2009/09/02 00:00:00+00,Restaurant,5894,-78.83457704,35.6392159,M
913987,04092025298,Pizza Hut Delivery #036624,4011 Capital BLVD ,,RALEIGH,NC,27604,(919) 790-8111,2019/12/03 00:00:00+00,Food Stand,5895,-78.58372976,35.83623733,M
913988,04092021382,Harris Teeter #344 Deli/Bakery,6024 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5786,2006/04/10 00:00:00+00,Food Stand,5929,-78.6187408,35.86627943,M
913989,04092013487,Starbucks,3023-101 Capital ,,RALEIGH,NC,27604,(919) 875-8760,2002/01/11 00:00:00+00,Restaurant,5797,-78.59167505,35.82103718,M
913990,04092017098,ARBY'S #179,3415 Hillsborough ST ,,RALEIGH,NC,27607,(919) 828-1850,2015/12/08 00:00:00+00,Restaurant,5946,-78.68403942,35.79221151,T
913991,04092030136,Taqueria Esmeralda (WCID #031),Airport BLVD  4/10 from Chapel Hill Rd,,MORRISVILLE,NC,27511,(919) 395-6238,2005/06/21 00:00:00+00,Mobile Food Units,5863,0,0,U
913992,04092016674,TAQUERIA LA ESQUINA,10500 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 600-0870,2014/04/25 00:00:00+00,Restaurant,5948,-78.83168895,35.84049229,M
913993,04092016372,ORCHID JAPANESE RESTAURANT,7432 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 890-5345,2013/02/13 00:00:00+00,Restaurant,5952,-78.67820041,35.88787167,M
913994,04092013461,Pine Hollow Golf Club Food Service,3300 GARNER RD ,,CLAYTON,NC,27520-9306,(919) 553-4554,2001/11/30 00:00:00+00,Restaurant,5902,-78.50626539,35.67653726,M
913995,04092013070,Jersey Mikes Restaurant,4542 Capital BLVD ,,RALEIGH,NC,27604-4353,(919) 790-7827,1999/11/17 00:00:00+00,Restaurant,5978,-78.57896604,35.84571366,M
913996,04092021418,Los Cuates Mexican Food,3505 Capital BLVD ,,RALEIGH,NC,27609,(919) 954-1215,2006/12/22 00:00:00+00,Food Stand,5996,-78.58692952,35.82783582,M
913997,04092017898,Zebulon Country Club,2424 Pearces RD ,,ZEBULON,NC,27597,(919) 269-8311,2018/08/09 00:00:00+00,Restaurant,6019,-78.30935806,35.89131767,M
913998,04092018245,PIZZA HUT #9214,2026 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 851-7777,2019/12/03 00:00:00+00,Restaurant,6027,-78.78068706,35.73567462,M
913999,04092014873,Taqueria Rancho Grande,1401 SE Maynard RD ,,CARY,NC,27511,(919) 469-4245,2007/05/22 00:00:00+00,Restaurant,6036,-78.7642317,35.78997989,M
914000,04092015459,C & T WOK CHINESE AND THAI CUISINE,130 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 467-8860,2009/09/10 00:00:00+00,Restaurant,6037,-78.82897679,35.81951783,M
914001,04092014552,KFC #J120099,1599 US 70HWY,,GARNER,NC,27529,(919) 662-1003,2006/04/21 00:00:00+00,Restaurant,6038,0,0,U
914002,04092017063,OISO SUSHI & KOREAN,1305 NW MAYNARD RD ,,CARY,NC,27513,(919) 665-7587,2015/10/21 00:00:00+00,Restaurant,6040,-78.81098892,35.78581105,M
914003,04092013574,Taco Bell #1872,6404 GLENWOOD AVE ,,RALEIGH,NC,27612-2620,(919) 787-9805,2002/05/10 00:00:00+00,Restaurant,6064,-78.70522304,35.85868466,M
914004,04092013636,Armadillo Grill,439 GLENWOOD AVE ,,RALEIGH,NC,27603-1219,(919) 546-0555,2002/07/16 00:00:00+00,Restaurant,6067,-78.6476584,35.78604393,M
914005,04092012900,Los Tres Vaqueros,7909-109 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-3348,(919) 846-6666,1999/03/26 00:00:00+00,Restaurant,6052,-78.62697433,35.89197359,M
914006,04092013707,Homegrown Pizza,4928 Linksland Dr,,HOLLY SPRINGS,NC,27540,(919) 577-5575,2002/11/08 00:00:00+00,Restaurant,6073,-78.81055316,35.65750438,M
914007,04092021170,Snoopy's Hot Dogs & More # 4,3600 Hillsborough St ,,RALEIGH,NC,27607,(919) 755-9022,2003/02/05 00:00:00+00,Food Stand,6077,-78.68359497,35.79339075,M
914008,04092017487,JOHNNY'S PIZZA,96 CORNERSTONE DR ,,CARY,NC,27519,(919) 460-5566,2016/12/02 00:00:00+00,Restaurant,6089,-78.85232757,35.79108879,M
914009,04092011419,R.J.'S Place,712 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 552-5152,1991/04/23 00:00:00+00,Restaurant,6102,-78.7909684,35.59122322,M
914010,04092015787,STARBUCKS NORTH HILLS CENTER #9789,6160 MAIN AT NORTH HILLS ST ,,RALEIGH,NC,27609,(919) 420-0514,2011/08/12 00:00:00+00,Restaurant,6090,0,0,U
914011,04092014423,Nil's Cafe,513 E Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 567-0887,2005/11/10 00:00:00+00,Restaurant,6114,-78.7940251,35.59342774,M
914012,04092010078,HAN-DEE HUGO'S #54,2744 CAPITAL BLVD ,,RALEIGH,NC,27604-1510,(919) 954-8044,1991/03/28 00:00:00+00,Restaurant,6150,-78.59865079,35.81701185,M
914013,04092017477,HARRIS TEETER #283 STARBUCKS,8101 FAYETTEVILLE RD ,,FUQUAY-VARINA,NC,27526,(919) 772-0241,2016/12/09 00:00:00+00,Restaurant,6091,0,0,U
914014,04092021860,LOWES FOODS #226 BEEF SHOP,8440 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 266-1031,2015/07/23 00:00:00+00,Food Stand,6173,-78.50930992,35.89359383,M
914015,04092160010,Rex Rehabilitation And Nursing Care Center Cafe,4210 Lake Boone Tra ,,RALEIGH,NC,27609,(919) 784-6632,2003/04/16 00:00:00+00,Institutional Food Service,6170,0,0,U
914016,04092021607,QUE HUONG ORIENTAL MARKET,3312 CAPITAL  BLVD ,,RALEIGH,NC,27604,(919) 790-5325,2010/02/16 00:00:00+00,Food Stand,6185,-78.5854745,35.82439477,M
914017,04092016990,CAROLINA ALE HOUSE,400 CONSERVATION DR ,,GARNER,NC,27607,(919) 772-2646,2015/07/16 00:00:00+00,Restaurant,6183,0,0,U
914018,04092160070,SUNRISE OF CARY FOODSERVICE,1206 W CHATHAM ST ,,CARY,NC,27513,(919) 462-9147,2009/04/16 00:00:00+00,Institutional Food Service,6186,-78.80900162,35.77159353,M
914019,04092020035,Circle K #8620,4100 WESTERN Blv ,,RALEIGH,NC,27606-1963,(919) 851-1050,1992/09/17 00:00:00+00,Food Stand,6216,-78.69423692,35.78457615,M
914020,04092021032,Lowes Foods #191 Deli,9600 STRICKLAND RD ,,RALEIGH,NC,27615-1937,(919) 847-5661,2000/08/01 00:00:00+00,Food Stand,6237,-78.65568292,35.90277448,M
914021,04092300147,Food Lion #1484 Meat Market,2420 WYCLIFF RD ,,RALEIGH,NC,27607-2903,(919) 571-3638,2000/07/01 00:00:00+00,Meat Market,6238,-78.692995,35.81676997,M
914022,04092013798,Chili's Grill and Bar #867,115 Carillon Dr ,,GARNER,NC,27529,(919) 771-1700,2003/04/16 00:00:00+00,Restaurant,6244,-78.58321782,35.6933369,M
914023,04092021190,Harris Teeter #112 Deli,270 Grande Heights Dr ,,CARY,NC,27513,(919) 460-4326,2003/06/23 00:00:00+00,Food Stand,6248,-78.7805746,35.804703,M
914024,04092160042,Cary Health & Rehab Food Service,6590 Tryon Rd ,,CARY,NC,27511,(919) 851-8000,2003/06/13 00:00:00+00,Institutional Food Service,6254,-78.76593642,35.74356976,M
914025,04092014571,Moe's Southwest Grill,1406 E Broad ST,,FUQUAY VARINA,NC,27526,(919) 557-5507,2006/04/26 00:00:00+00,Restaurant,6261,-78.77524481,35.59427198,M
914026,04092021198,Food Lion #572 Produce,8320-120 Litchford Rd ,,RALEIGH,NC,27615,(919) 790-8146,2003/06/30 00:00:00+00,Food Stand,6249,-78.60100965,35.89311432,M
914027,04092011988,Brigs At The Crossing Restaurant,1225 NW MAYNARD RD ,,CARY,NC,27513-8720,(919) 481-9300,1996/12/31 00:00:00+00,Restaurant,6270,-78.81241463,35.78438636,M
914028,04092010073,Bojangles #12,3808 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 664-8613,1991/03/18 00:00:00+00,Restaurant,6271,-78.68874177,35.78520385,M
914029,04092011770,Baja Burrito,2109 AVENT FERRY RD ,Suite 108,RALEIGH,NC,27606-2198,(919) 834-3431,1995/11/07 00:00:00+00,Restaurant,6282,-78.67605091,35.77835817,M
914030,04092011828,Taco Bell,1384 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 557-5557,1996/01/02 00:00:00+00,Restaurant,6287,-78.77420891,35.59204807,M
914031,04092300216,A & C Supermarket Meat Market,3210-131 S Wilmington St ,,RALEIGH,NC,27603,(919) 232-2288,2003/07/09 00:00:00+00,Meat Market,6251,-78.65050023,35.73622566,M
914032,04092021969,SPEEDWAY #6989,10920 CREEDMOOR RD ,,RALEIGH,NC,27615,(919) 870-6057,2016/07/28 00:00:00+00,Food Stand,6300,-78.68548351,35.94189642,M
914033,04092017833,TOWER INDIA,144 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560-5703,(919) 465-2326,2018/05/02 00:00:00+00,Restaurant,6302,-78.82897679,35.81951783,M
914034,04092017754,Red Bowl Asian Bistro,6360 PLANTATION CENTER  DR ,,RALEIGH,NC,27616,(919) 790-9222,2017/12/14 00:00:00+00,Restaurant,6303,-78.58237548,35.87315637,M
914035,04092014662,Starbucks #9840,1107 Walnut ST ,1107-102 Walnut St ,CARY ,NC,27511,(919) 468-9908,2006/08/18 00:00:00+00,Restaurant,6304,-78.76025493,35.77377018,M
914036,04092300162,FOOD LION #341 MEAT MARKET,114 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-6122,2000/07/01 00:00:00+00,Meat Market,6308,-78.31858381,35.83228812,M
914037,04092300164,Food Lion #1454 Meat Market,3415 Avent Ferry Rd ,,RALEIGH,NC,27606,(919) 858-9772,2000/07/01 00:00:00+00,Meat Market,6309,-78.69720844,35.76626617,M
914038,04092020870,Papa John's Pizza,9611 Strickland Rd ,,RALEIGH,NC,27615,(919) 676-7272,1999/04/07 00:00:00+00,Food Stand,6350,-78.6561631,35.90108866,M
914039,04092013907,Jason's Deli,909 Spring Forest Rd,Suite 100,RALEIGH,NC,27609,(919) 855-9898,2003/10/06 00:00:00+00,Restaurant,6355,-78.62312587,35.86765935,M
914040,04092016773,CHIPOTLE #2066,9504 STRICKLAND ROAD,,RALEIGH,NC,27615,(919) 322-3259,2014/09/30 00:00:00+00,Restaurant,6367,-78.65494139,35.90183768,M
914041,04092014856,Schiano's Pizza Pasta & Grill #2,13220 Strickland  RD ,Ste. 164,RALEIGH,NC,27613,(919) 847-3238,2007/04/27 00:00:00+00,Restaurant,6368,-78.72593809,35.90878313,M
914042,04092015688,FAIRFIELD INN & SUITES Foodservice,10040 SELLONA ST ,,RALEIGH,NC,27617,(919) 246-0107,2010/08/04 00:00:00+00,Restaurant,6369,-78.80455249,35.89550125,M
914043,04092017480,BREW N QUE,2045 CREEKSIDE LANDING DR ,,APEX,NC,27502,(919) 924-9295,2016/11/23 00:00:00+00,Restaurant,6375,-78.88668196,35.74520682,M
914044,04092017476,G-58 CUISINE,10958 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 466-8858,2016/12/15 00:00:00+00,Restaurant,6377,-78.84206352,35.85633777,M
914045,04092010065,Biscuitville,2426 Wake Forest Rd,,RALEIGH,NC,27608-1710,(919) 821-2060,1991/04/29 00:00:00+00,Restaurant,6394,-78.62569015,35.81542604,M
914046,04092013867,Chili's Grill And Bar #953,8341 Brier Creek Pky,,RALEIGH,NC,27617,(919) 405-7100,2003/07/25 00:00:00+00,Restaurant,6411,-78.78491152,35.90773733,M
914047,04092017777,Sushi Nine,3812 Western BLVD ,,RALEIGH,NC,27606,(919) 615-3100,2018/01/08 00:00:00+00,Restaurant,6441,-78.68935727,35.7853026,M
914048,04092010204,Dallas Fried Chicken,1101 E WILLIAMS ST ,,APEX,NC,27502-2162,(919) 362-0051,1991/05/03 00:00:00+00,Restaurant,6450,-78.8432412,35.72049646,M
914049,04092017590,MCDONALDS #2510,3710 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 833-7882,2017/05/03 00:00:00+00,Restaurant,6458,-78.68803635,35.78529381,M
914050,04092010495,Milton's Pizza House,8853 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 847-0604,1991/05/09 00:00:00+00,Restaurant,6468,-78.65461142,35.89932701,M
914051,04092021288,Harris Teeter #43 Meat Market & Seafood,3638 Rogers Rd ,,WAKE FOREST,NC,27587,(919) 562-9521,2004/08/03 00:00:00+00,Food Stand,6470,-78.50482681,35.94464173,M
914052,04092021994,H Mart RTC Department,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,6480,-78.84865444,35.78921622,M
914053,04092021872,FOOD LION #2198 PRODUCE,8745 HOLLY SPRINGS RD ,,CARY,NC,27529,(919) 362-1738,2015/09/09 00:00:00+00,Food Stand,6482,0,0,U
914054,04092300050,Harris Teeter #38 Meat Market ,5563 WESTERN BLVD ,,RALEIGH,NC,27606-1595,(919) 859-0110,1991/08/26 00:00:00+00,Meat Market,6486,-78.72051017,35.78412594,M
914055,04092010018,Angus Barn,9401 Glenwood AVE ,,RALEIGH,NC,27628,(919) 781-2444,1991/05/03 00:00:00+00,Restaurant,6495,-78.76417685,35.89836822,M
914056,04092015422,SHUCKERS OYSTER BAR & GRILL,3309 ROGERS RD ,STE 245,WAKE FOREST,NC,27587,(919) 602-8011,2009/06/02 00:00:00+00,Restaurant,6519,-78.51539337,35.95073316,M
914057,04092014269,Subway,1326 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 552-2609,2005/02/10 00:00:00+00,Restaurant,6556,-78.77764359,35.59047244,M
914058,04092110016,Leadmine Elementary Cafeteria,8301 OLD LEAD MINE RD ,,RALEIGH,NC,27615-2930,(919) 870-4120 ext. 21182,1991/09/17 00:00:00+00,Public School Lunchrooms,6557,-78.65713584,35.89159018,M
914059,04092110020,Joyner Elementary Cafeteria,2300 LOWDEN ST ,,RALEIGH,NC,27608-0707,(919) 856-7650 ext. 21606,1991/09/17 00:00:00+00,Public School Lunchrooms,6558,-78.63298429,35.81521046,M
914060,04092011415,Neomonde Mediterranean,3817 BERYL RD,,RALEIGH,NC,27607-5244,(919) 828-1628,1991/04/23 00:00:00+00,Restaurant,6569,-78.69018874,35.79325102,M
914061,04092025299,Wingz Triangle,5959 Triangle Town BLVD ,FC-1112,RALEIGH,NC,27616,(919) 500-8319,2019/12/04 00:00:00+00,Food Stand,6584,-78.57603863,35.86599856,M
914062,04092040367,Debra's Homemade Hot Dogs (WCID #675),603 W Gannon AVE ,Zebulon BP Grill,Zebulon,NC,27597,(919) 591-4921,2019/01/17 00:00:00+00,Pushcarts,6587,-78.32832184,35.81991083,M
914063,04092017804,Everest Kitchen,25 N Main ST ,,WENDELL,NC,27591,(919) 374-7049,2018/03/06 00:00:00+00,Restaurant,6588,-78.37019885,35.78157066,M
914064,04092018286,BAGELS & BAO,2400 JOHN BRANTLEY BLVD ,RDU TERMINAL 2,RDU AIRPORT,NC,27623,(919) 840-4475,2020/01/03 00:00:00+00,Restaurant,6592,0,0,U
914065,04092018129,NoRa Cafe,12333 STRICKLAND RD ,SUITE 100,RALEIGH,NC,27613,(919) 232-8321,2019/06/17 00:00:00+00,Restaurant,6593,-78.7027985,35.90556189,M
914066,04092015328,KOBE HIBACHI & SUSHI,515 N MAIN ST ,,HOLLY SPRINGS,NC,27540,(919) 557-1437,2009/01/29 00:00:00+00,Restaurant,6599,-78.83687096,35.65966057,M
914067,04092030251,EL TACO FELIZ (WCID #412),300 Parkland RD ,,RALEIGH,NC,27603,(919) 831-1893,2013/06/21 00:00:00+00,Mobile Food Units,6600,0,0,U
914068,04092017460,THE MAC HOUSE,14460-167 NEW FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 263-8116,2016/11/07 00:00:00+00,Restaurant,6606,0,0,U
914069,04092030494,The Brown Roux (WCID #785),10125 DIVISION DR,,RALEIGH,NC,27603,(919) 614-0959,2020/09/10 00:00:00+00,Mobile Food Units,6617,-78.7114342,35.63398295,M
914070,04092030453,Gym Tacos #2 (WCID #748),220 E SIX FORKS RD,Valero Gas Station,RALEIGH,NC,27609,(919) 600-8708,2019/12/03 00:00:00+00,Mobile Food Units,6621,-78.62860075,35.82098479,M
914071,04092016991,PIEZANO PIZZA,252 SOUTHTOWN CIR ,,ROLESVILLE,NC,27571,(919) 554-8881,2015/08/06 00:00:00+00,Restaurant,6627,-78.47039569,35.91648377,M
914072,04092012200,N.Y.Pizza,6458 TRYON RD,,CARY,NC,27518,(919) 852-2242,1998/02/05 00:00:00+00,Restaurant,6644,-78.7615544,35.74559939,M
914073,04092018444,Burrito Shak,2982 KILDAIRE FARM RD,,CARY,NC,27518,(919) 267-6772,2020/09/15 00:00:00+00,Restaurant,6662,-78.78870146,35.71809037,M
914074,04092016638,TARGET CAFE #2784,7129 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 674-2214,2014/03/05 00:00:00+00,Restaurant,6667,-78.88560741,35.84442227,M
914075,04092011620,Legislative Bldg Snack Bar,16 W Jones St ,,RALEIGH,NC,27601-1030,,1995/01/10 00:00:00+00,Restaurant,6687,-78.63894874,35.78321051,M
914076,04092016405,THE COWFISH,4208 SIX FORKS  RD ,STE 100,RALEIGH,NC,27609,(919) 784-0400,2013/04/05 00:00:00+00,Restaurant,6688,-78.63994726,35.83691426,M
914077,04092013462,Paolo's,101 - 500 Keybridge St,,MORRISVILLE,NC,27560,(919) 678-9030,2001/11/26 00:00:00+00,Restaurant,6696,0,0,U
914078,04092014973,Sonic Drive-In #3975,700 Cayman AVE ,,HOLLY SPRINGS,NC,27540,(919) 567-2555,2007/08/01 00:00:00+00,Restaurant,6744,-78.83534808,35.66114172,M
914079,04092013024,Sushi Blues Cafe,301 GLENWOOD AVE ,Suite 110,RALEIGH,NC,27603-1452,(919) 664-8061,1999/11/02 00:00:00+00,Restaurant,6754,-78.64802957,35.784569,M
914080,04092016652,JERSEY MIKE'S SUBS,7177 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 388-2200,2014/03/21 00:00:00+00,Restaurant,6759,-78.88824644,35.84415135,M
914081,04092018326,Cici's Pizza,2700 NC 55 HWY,,CARY,NC,27519,(919) 249-6448,2020/02/24 00:00:00+00,Restaurant,6761,-78.87016558,35.78474547,M
914082,04092021761,Pavillion Talley Student Union,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-1602,2013/10/10 00:00:00+00,Food Stand,6765,-78.67872874,35.78448278,M
914083,04092030469,Hot Chix ll (WCID #756),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 578-1441,2020/03/04 00:00:00+00,Mobile Food Units,6769,-78.7114342,35.63398295,M
914084,04092021995,H Mart Produce Department,1961 High House RD ,,RALEIGH,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,6766,-78.84951817,35.79030277,M
914085,04092018009,Asuka,2101 S MAIN ST ,STE 104,WAKE FOREST,NC,27587,(919) 570-2828,2018/12/27 00:00:00+00,Restaurant,6770,-78.53310077,35.94802112,M
914086,04092015263,FLEMING'S PRIME STEAKHOUSE & WINE BAR #4402,4325 GLENWOOD AVE ,STE 5004,RALEIGH,NC,27612,(919) 571-6200,2008/10/15 00:00:00+00,Restaurant,6774,-78.68184484,35.84183815,T
914087,04092018331,The Kelloggs Cafe,1 QUALITY LN,,CARY,NC,27513,,2020/03/02 00:00:00+00,Restaurant,6791,-78.80879618,35.81694271,M
914088,04092012312,Taco Bell,1205 LAURA VILLAGE RD ,,APEX,NC,27523-7140,(919) 363-6694,1998/10/06 00:00:00+00,Restaurant,6777,-78.83579203,35.74888522,M
914089,04092011235,Olive Garden,4805 Capital Blvd,,RALEIGH,NC,27616-4483,(919) 954-8557,1993/03/09 00:00:00+00,Restaurant,6807,-78.58156068,35.85089434,M
914090,04092017478,PINOT'S PALETTE,1553 BEAVER CREEK COMMONS DR ,,APEX,NC,27502,(919) 296-1741,2016/12/09 00:00:00+00,Restaurant,6821,-78.88668196,35.74520682,M
914091,04092016619,SHEETZ #537,2408 DIXIE FOREST RD ,,RALEIGH,NC,27615,(919) 790-7064,2014/02/14 00:00:00+00,Restaurant,6824,-78.5993676,35.86286629,M
914092,04092016739,Shiro Japanese Grill,2259 New Hope Church RD ,,RALEIGH,NC,27604,,2014/08/26 00:00:00+00,Restaurant,6828,-78.60062749,35.83624718,M
914093,04092017712,First Watch 555,4233 Corners PKY ,Suite 230,RALEIGH,NC,27617,(919) 399-9040,2017/10/13 00:00:00+00,Restaurant,6834,-78.78791806,35.91890974,M
914094,04092025273,Harris Teeter #496 Produce,940 US 64 HWY W,,APEX,NC,27523-7184,,2019/07/15 00:00:00+00,Food Stand,6841,-78.82197042,35.74562504,M
914095,04092018327,POKE BAR,2604  Hillsborough  ST ,,RALEIGH,NC,27607,(919) 803-7164,2020/02/27 00:00:00+00,Restaurant,6859,-78.6701207,35.78854261,M
914096,04092011465,Burger King #223,349 TRYON RD ,,RALEIGH,NC,27603-3529,(919) 772-5255,1994/03/22 00:00:00+00,Restaurant,6871,-78.65042032,35.73082159,M
914097,04092017490,Jasmin & Olivz Mediterranean,9934 CHAPEL HILL RD ,,CARY,NC,27513,(919) 234-6900,2016/12/19 00:00:00+00,Restaurant,6839,0,0,U
914098,04092011099,Barrys Cafe,2851 Jones Franklin RD ,,RALEIGH,NC,27606-4346,(919) 859-3555,1992/05/18 00:00:00+00,Restaurant,6882,-78.73773278,35.74361773,M
914099,04092011175,Neo-Asia,6602 GLENWOOD AVE ,,RALEIGH,NC,27612-7136,(919) 783-8383,1992/10/06 00:00:00+00,Restaurant,6885,-78.70776115,35.86036202,M
914100,04092014155,Subway #30454,7850-100 Alexander Promenade PL ,,RALEIGH,NC,27617,(919) 608-0919,2004/10/12 00:00:00+00,Restaurant,6862,-78.7803264,35.91259169,M
914101,04092025283,H Mart Thai Koon Nine,1961 HIGH HOUSE RD,,CARY,NC,27519,,2019/09/23 00:00:00+00,Restaurant,6894,-78.84865444,35.78921622,M
914102,04092017841,CARY CRAB HOUSE,220 Crossroads BLVD ,Unit 2460,CARY,NC,27518,(919) 233-9829,2018/04/18 00:00:00+00,Restaurant,6905,-78.73871452,35.76064286,M
